measured,predicted
0.186673969,0.184001833
0.147469476,0.195315793
0.159029111,0.164991364
0.172207311,0.152066529
0.436675757,0.454044908
0.42520234,0.451258808
0.455166191,0.403615415
0.401285887,0.406791776
0.448192567,0.396288514
0.384891778,0.390193313
0.333879054,0.345670134
0.336297274,0.333764613
0.398433149,0.333764613
0.234442472,0.260846257
0.169077724,0.260846257
0.353676409,0.277372867
0.100121729,0.184165642
0.113076143,0.18974103
0.165871501,0.220062599
0.119180426,0.152968675
0.152984723,0.192843825
0.118533485,0.154918015
0.106030375,0.170232162
0.138271287,0.179866612
0.160129175,0.1878912
0.131779924,0.144489288
0.13746123,0.158295989
0.13510783,0.13320756
0.117258698,0.181846663
0.131618813,0.155606121
0.114406012,0.183927312
0.168166354,0.182961091
0.13343592,0.16757834
0.179620281,0.182206675
0.471855015,0.456762046
0.431861222,0.416323781
0.398528904,0.402253658
0.449162871,0.360267073
0.238658831,0.293714225
0.437004119,0.337075889
0.268816054,0.267007113
0.296685636,0.24621816
0.127636805,0.244879365
0.159057587,0.212579608
0.109357089,0.197500229
0.0959331244,0.163008451
0.148524985,0.189329773
0.136255726,0.160600081
0.153517455,0.137552798
0.225661084,0.16178757
0.194798455,0.189491183
0.232766882,0.180211768
0.180522189,0.137482256
0.465679109,0.472558856
0.490056753,0.451805621
0.477482766,0.438874304
0.469486922,0.41939193
0.389846176,0.390447766
0.345824718,0.358875692
0.122323044,0.171394765
0.128234208,0.151049048
0.0914271995,0.14962256
0.137596801,0.169731468
0.101571091,0.162781715
0.164407223,0.174578369
0.131095454,0.131663829
0.133151278,0.136163563
0.185738057,0.159623861
0.188129917,0.167612538
0.148172483,0.144531667
0.362241119,0.336415172
0.4599967,0.302235097
0.336567283,0.271724641
0.347970486,0.264454037
0.189048216,0.223477215
0.129886135,0.194096372
0.0997034311,0.147237852
0.144551709,0.139748186
0.144159481,0.124913462
0.165115014,0.12826845
0.178254515,0.135206133
0.209442899,0.17223224
0.178396717,0.135367036
0.229955763,0.166389585
0.35342142,0.336455345
0.383273393,0.33807379
0.303990871,0.306016982
0.403957516,0.274214804
0.157684088,0.259300202
0.0876143798,0.212736666
0.124061763,0.189761519
0.143779844,0.157050103
0.115481786,0.128300384
0.166941896,0.156406775
0.124911085,0.122830264
0.125968322,0.154707894
0.160830438,0.125968203
0.179163292,0.157472551
0.126087755,0.141703263
0.144739375,0.134991333
0.196171403,0.147894502
0.511951149,0.497758448
0.483716547,0.4290061
0.524421811,0.355787039
0.542120039,0.355787039
0.129038692,0.134415135
0.116261661,0.132478178
0.123440273,0.121719331
0.191770241,0.144553632
0.134272099,0.137182936
0.181906462,0.131688088
0.188029721,0.129395008
0.545071661,0.474477559
0.249329224,0.263039649
0.147708029,0.162463069
0.129389793,0.132357597
0.102541879,0.136202961
0.168627754,0.142907888
0.180111513,0.140552938
0.154176161,0.129436925
0.548189342,0.434156954
0.519241691,0.375407398
0.431995213,0.307886958
0.0859826952,0.239156008
0.132423133,0.18723841
0.131766766,0.195508525
0.128992006,0.17075929
0.118550785,0.16316697
0.107837811,0.142798603
0.0947991833,0.133723453
0.14315711,0.134648815
0.13718231,0.129612148
0.200501889,0.134646147
0.120176636,0.193215847
0.0789395347,0.144685328
0.0870471671,0.129422754
0.0708712935,0.123795517
0.0842705742,0.125967875
0.0982918516,0.130405337
0.0730972067,0.236770868
0.0546761453,0.163586259
0.0883818641,0.16557692
0.0736801922,0.138315201
0.0704639852,0.206663594
0.0831765831,0.204234868
0.0840781406,0.162749052
0.0794492736,0.142333284
0.0800698996,0.135247871
0.0889522806,0.139356479
0.0767221376,0.1053662
0.0875392258,0.105507746
0.0993972346,0.106804781
0.0882377625,0.136605814
0.0712534115,0.110292524
0.0734919235,0.122188359
0.0795070007,0.110805318
0.0596218668,0.14107351
0.0723592564,0.107683718
0.106192671,0.10220404
0.123653732,0.111138895
0.0638975576,0.129988581
0.0856990814,0.115252875
0.0675946325,0.107948601
0.0720746964,0.0981495231
0.103769243,0.0934579372
0.0716586635,0.169935182
0.0770621896,0.11083772
0.0862677321,0.0891236663
0.0934820175,0.0916303173
0.0816675499,0.0853615552
0.0972284153,0.0867720321
0.105291665,0.0879210085
0.102624975,0.0950956121
0.0741226822,0.0930745006
0.0838852525,0.0855721906
0.0811551511,0.0790619999
0.0644950494,0.165755406
0.0821122155,0.0773194507
0.0746507347,0.0803974867
0.0700640157,0.0822073668
0.0671589226,0.066510044
0.0641707629,0.0775032416
